-0.10468,0.18245
-0.10441,0.18173
-0.10389,0.18151
-0.10405,0.18117
-0.10405,0.18117
-0.10405,0.18117
-0.10397,0.18134
-0.10377,0.18133
-0.10357,0.18131
-0.10525,0.17748
-0.10964,0.16587
-0.11432,0.14298
-0.11352,0.11037
-0.10199,0.073952
-0.072831,0.036658
-0.036214,0.01415
0.0076264,0.0057093
0.051793,0.013408
0.093441,0.039114
0.11666,0.068585
0.12772,0.096108
0.1306,0.11004
0.12622,0.11157
0.12442,0.11293
0.12479,0.11424
0.12455,0.11557
0.124,0.11784
0.12422,0.12031
0.12419,0.12278
0.12412,0.12544
0.12437,0.12715
0.12437,0.12734
0.12437,0.12734
0.12417,0.1224
0.12233,0.10974
0.11635,0.088225
0.10065,0.058133
0.070846,0.028509
0.036723,0.011562
-0.0038222,0.0060467
-0.044044,0.013632
-0.081612,0.035605
-0.10601,0.061559
-0.11921,0.088383
-0.12519,0.11272
-0.12637,0.1277
-0.12598,0.13721
-0.12558,0.14232
-0.12561,0.14195
-0.12581,0.13967
-0.1254,0.13987
-0.12544,0.1393
-0.12553,0.13816
-0.12556,0.13759
-0.12565,0.13588
-0.1255,0.13493
-0.12558,0.1317
-0.12639,0.13036
-0.12792,0.12595
-0.12888,0.11868
-0.12895,0.10541
-0.12526,0.086665
-0.11676,0.068406
-0.10279,0.048855
-0.085852,0.032919
-0.062217,0.018141
-0.026343,0.0071659
0.010255,0.0070503
0.048886,0.019289
0.086644,0.048941
0.10885,0.087111
0.11574,0.11875
0.11512,0.13503
0.11525,0.13942
0.11525,0.13942
0.11546,0.13924
0.11525,0.13942
0.11525,0.13942
0.11525,0.13942
0.11504,0.1396
0.11527,0.13923
0.11524,0.13656
0.11517,0.12571
0.11334,0.10813
0.10485,0.080486
0.087604,0.051213
0.058207,0.024892
0.0091144,0.0069073
-0.042873,0.010768
-0.077766,0.027411
-0.10179,0.048918
-0.1187,0.074356
-0.12623,0.093784
-0.12984,0.10914
-0.13152,0.12598
-0.13143,0.13567
-0.13134,0.13738
-0.13114,0.13739
-0.13135,0.13719
-0.1312,0.13644
-0.13149,0.13434
-0.13131,0.13378
-0.13132,0.13359
-0.13132,0.13359
-0.13132,0.1334
-0.13132,0.1334
-0.13137,0.13055
-0.13108,0.11876
-0.12748,0.098176
-0.11775,0.072492
-0.097579,0.044264
-0.071322,0.023421
-0.03861,0.0097892
0.0025061,0.0061849
0.04043,0.015376
0.074993,0.037265
0.099271,0.066848
0.11136,0.094695
0.11563,0.11761
0.11599,0.12216
0.11618,0.12634
0.11643,0.1294
0.11642,0.13054
0.1166,0.13226
0.1163,0.13529
0.11608,0.13585
0.11605,0.13642
0.11641,0.13701
0.11647,0.13607
0.11642,0.13111
0.11547,0.11441
0.10784,0.084443
0.087138,0.04952
0.060339,0.024159
0.024549,0.0090624
-0.021961,0.0073543
-0.066157,0.023015
-0.098253,0.049378
-0.11708,0.078641
-0.12611,0.10629
-0.12805,0.12404
-0.12794,0.13355
-0.12811,0.13431
-0.12799,0.12994
-0.12779,0.12918
-0.12778,0.1288
-0.12798,0.12842
-0.12777,0.12804
-0.12795,0.12671
-0.12774,0.12633
